"State","Year","Gender","Event","Mark","Mark.Note"
"Washington",1988,"Boys","100m","10.81",NA
"Washington",1987,"Boys","100m","10.74",NA
"Washington",1986,"Boys","100m","10.80",NA
"Washington",1985,"Boys","100m","10.80",NA
"Washington",1984,"Boys","100m","10.84",NA
"Washington",1983,"Boys","100m","10.91",NA
"Washington",1982,"Boys","100m","10.76",NA
"Washington",1981,"Boys","100m","10.62","w"
"Washington",1980,"Boys","100m","10.8",NA
"Washington",1979,"Boys","100y","10.06",NA
"Washington",1978,"Boys","100y","9.8",NA
"Washington",1977,"Boys","100y","9.8",NA
"Washington",1976,"Boys","100y","10.0",NA
"Washington",1975,"Boys","100y","9.7",NA
"Washington",1974,"Boys","100y","9.9",NA
"Washington",1973,"Boys","100y","10.1",NA
"Washington",1972,"Boys","100y","10.1",NA
"Washington",1971,"Boys","100y","9.8",NA
"Washington",1970,"Boys","100y","9.9",NA
"Washington",1969,"Boys","100y","10.0",NA
"Washington",1968,"Boys","100y","9.8",NA
"Washington",1967,"Boys","100y","9.8",NA
"Washington",1966,"Boys","100y","9.6",NA
"Washington",1965,"Boys","100y","9.7",NA
"Washington",1964,"Boys","100y","10.0",NA
"Washington",1963,"Boys","100y","9.4","w"
"Washington",1962,"Boys","100y","9.7","w"
"Washington",1961,"Boys","100y","9.8","w"
"Washington",1960,"Boys","100y","9.8","w"
"Washington",1959,"Boys","100y","9.9",NA
"Washington",1958,"Boys","100y","10.0",NA
"Washington",1957,"Boys","100y","10.1",NA
"Washington",1956,"Boys","100y","10.1",NA
"Washington",1955,"Boys","100y","10.0",NA
"Washington",1954,"Boys","100y","10.1",NA
"Washington",1953,"Boys","100y","10.2",NA
"Washington",1952,"Boys","100y","10.3",NA
"Washington",1951,"Boys","100y","10.3",NA
"Washington",1950,"Boys","100y","9.9",NA
"Washington",1949,"Boys","100y","10.1",NA
"Washington",1948,"Boys","100y","10.2",NA
"Washington",1947,"Boys","100y","10.2",NA
"Washington",1946,"Boys","100y","10.1",NA
"Washington",1945,"Boys","100y","10.1",NA
"Washington",1944,"Boys","100y","10.5",NA
"Washington",1943,"Boys","100y",NA,NA
"Washington",1942,"Boys","100y","10.3",NA
"Washington",1941,"Boys","100y","10.1",NA
"Washington",1940,"Boys","100y","10.2",NA
"Washington",1939,"Boys","100y","10.3",NA
"Washington",1938,"Boys","100y","10.3",NA
"Washington",1937,"Boys","100y","10.1",NA
"Washington",1936,"Boys","100y","10.5",NA
"Washington",1935,"Boys","100y","9.9",NA
"Washington",1934,"Boys","100y","10.0",NA
"Washington",1933,"Boys","100y","10.1",NA
"Washington",1932,"Boys","100y","10.1",NA
"Washington",1931,"Boys","100y","10.1",NA
"Washington",1930,"Boys","100y","10.4",NA
"Washington",1929,"Boys","100y","10.3",NA
"Washington",1928,"Boys","100y","10.1",NA
"Washington",1927,"Boys","100y","10.5",NA
"Washington",1926,"Boys","100y","10.3",NA
"Washington",1925,"Boys","100y","9.8",NA
"Washington",1924,"Boys","100y","10.0",NA
"Washington",2024,"Boys","100m","11.02",NA
"Washington",2023,"Boys","100m","10.91",NA
"Washington",2022,"Boys","100m","10.52",NA
"Washington",2021,"Boys","100m",NA,NA
"Washington",2020,"Boys","100m",NA,NA
"Washington",2019,"Boys","100m","10.71",NA
"Washington",2018,"Boys","100m","10.56",NA
"Washington",2017,"Boys","100m","10.61","w"
"Washington",2016,"Boys","100m","10.98",NA
"Washington",2015,"Boys","100m","11.02",NA
"Washington",2014,"Boys","100m","10.77",NA
"Washington",2013,"Boys","100m","10.77",NA
"Washington",2012,"Boys","100m","10.68",NA
"Washington",2011,"Boys","100m","10.71",NA
"Washington",2010,"Boys","100m","11.19",NA
"Washington",2009,"Boys","100m","10.86","w"
"Washington",2008,"Boys","100m","10.73","w"
"Washington",2007,"Boys","100m","10.90",NA
"Washington",2006,"Boys","100m","10.71","w"
"Washington",2005,"Boys","100m","11.00",NA
"Washington",2004,"Boys","100m","10.88",NA
"Washington",2003,"Boys","100m","10.95",NA
"Washington",2002,"Boys","100m","10.81",NA
"Washington",2001,"Boys","100m","10.76",NA
"Washington",2000,"Boys","100m","10.72",NA
"Washington",1999,"Boys","100m","10.71",NA
"Washington",1998,"Boys","100m","10.80",NA
"Washington",1997,"Boys","100m","10.35",NA
"Washington",1996,"Boys","100m","10.69",NA
"Washington",1995,"Boys","100m","10.79",NA
"Washington",1994,"Boys","100m","10.86",NA
"Washington",1993,"Boys","100m","11.06",NA
"Washington",1992,"Boys","100m","11.14",NA
"Washington",1991,"Boys","100m","10.98",NA
"Washington",1990,"Boys","100m","10.7",NA
"Washington",1989,"Boys","100m","10.94",NA
"Washington",1988,"Boys","100m","10.92",NA
"Washington",1987,"Boys","100m","10.83",NA
"Washington",1986,"Boys","100m","10.97",NA
"Washington",1985,"Boys","100m","11.00",NA
"Washington",1984,"Boys","100m","11.06",NA
"Washington",1983,"Boys","100m","10.93",NA
"Washington",1982,"Boys","100m","10.98",NA
"Washington",1981,"Boys","100m","10.8",NA
"Washington",1980,"Boys","100m","11.11",NA
"Washington",1979,"Boys","100y","10.2",NA
"Washington",1978,"Boys","100y","10.0",NA
"Washington",1977,"Boys","100y","10.1",NA
"Washington",1976,"Boys","100y","10.1",NA
"Washington",1975,"Boys","100y","10.0",NA
"Washington",1974,"Boys","100y","9.9",NA
"Washington",1973,"Boys","100y","9.7","w"
"Washington",2024,"Boys","100m","11.26",NA
"Washington",2023,"Boys","100m","10.56",NA
"Washington",2022,"Boys","100m","10.50",NA
"Washington",2021,"Boys","100m",NA,NA
"Washington",2020,"Boys","100m",NA,NA
"Washington",2019,"Boys","100m","11.00",NA
"Washington",2018,"Boys","100m","10.75",NA
"Washington",2017,"Boys","100m","10.49","w"
"Washington",2016,"Boys","100m","11.05",NA
"Washington",2015,"Boys","100m","11.17",NA
"Washington",2014,"Boys","100m","10.61",NA
"Washington",2013,"Boys","100m","10.91",NA
"Washington",2012,"Boys","100m","10.84",NA
"Washington",2011,"Boys","100m","10.88",NA
"Washington",2010,"Boys","100m","11.42","w"
"Washington",2009,"Boys","100m","10.60","w"
"Washington",2008,"Boys","100m","10.80","w"
"Washington",2007,"Boys","100m","11.21",NA
"Washington",2006,"Boys","100m","11.23",NA
"Washington",2005,"Boys","100m","11.60",NA
"Washington",2004,"Boys","100m","11.41",NA
"Washington",2003,"Boys","100m","11.30",NA
"Washington",2002,"Boys","100m","11.17",NA
"Washington",2001,"Boys","100m","11.11",NA
"Washington",2000,"Boys","100m","11.29",NA
"Washington",1999,"Boys","100m","10.80","w"
"Washington",1998,"Boys","100m","10.86","w"
"Washington",2024,"Boys","100m","10.49","w"
"Washington",2023,"Boys","100m","10.83",NA
"Washington",2022,"Boys","100m","11.02",NA
"Washington",2021,"Boys","100m",NA,NA
"Washington",2020,"Boys","100m",NA,NA
"Washington",2019,"Boys","100m","11.13",NA
"Washington",2018,"Boys","100m","11.39",NA
"Washington",2017,"Boys","100m","11.03",NA
"Washington",2016,"Boys","100m","11.17",NA
"Washington",2015,"Boys","100m","11.36",NA
"Washington",2014,"Boys","100m","10.86",NA
"Washington",2013,"Boys","100m","11.01",NA
"Washington",2012,"Boys","100m","10.98","w"
"Washington",2011,"Boys","100m","11.05",NA
"Washington",2010,"Boys","100m","11.61",NA
"Washington",2009,"Boys","100m","11.28",NA
"Washington",2008,"Boys","100m","10.77",NA
"Washington",2007,"Boys","100m","11.44",NA
"Washington",2006,"Boys","100m","11.48",NA
"Washington",2005,"Boys","100m","11.35",NA
"Washington",2004,"Boys","100m","11.42",NA
"Washington",2003,"Boys","100m","11.23",NA
"Washington",2002,"Boys","100m","11.33",NA
"Washington",2001,"Boys","100m","11.44",NA
"Washington",2000,"Boys","100m","11.63",NA
"Washington",1999,"Boys","100m","10.88",NA
"Washington",1998,"Boys","100m","11.00",NA
"Washington",1997,"Boys","100m","11.11",NA
"Washington",1996,"Boys","100m","11.12",NA
"Washington",1995,"Boys","100m","11.12",NA
"Washington",1994,"Boys","100m","11.18",NA
"Washington",1993,"Boys","100m","11.3",NA
"Washington",1992,"Boys","100m","11.0",NA
"Washington",1991,"Boys","100m","10.8","w"
"Washington",1990,"Boys","100m","10.9",NA
"Washington",1989,"Boys","100m","11.1",NA
"Washington",1988,"Boys","100m","10.9",NA
"Washington",1987,"Boys","100m","10.8",NA
"Washington",1986,"Boys","100m","10.8",NA
"Washington",1985,"Boys","100m","10.8",NA
"Washington",1984,"Boys","100m","10.7",NA
"Washington",1983,"Boys","100m","10.8",NA
"Washington",1982,"Boys","100m","11.1",NA
"Washington",1981,"Boys","100m","10.9",NA
"Washington",1980,"Boys","100m","11.0",NA
"Washington",1979,"Boys","100y","9.98","w"
"Washington",1978,"Boys","100y","9.9",NA
"Washington",1977,"Boys","100y","10.2",NA
"Washington",1976,"Boys","100y","9.9",NA
"Washington",1975,"Boys","100y","10.0",NA
"Washington",1974,"Boys","100y","10.0",NA
"Washington",1973,"Boys","100y","10.3",NA
"Washington",1972,"Boys","100y","10.3",NA
"Washington",1971,"Boys","100y","10.2",NA
"Washington",1970,"Boys","100y","10.1",NA
"Washington",1969,"Boys","100y","10.0",NA
"Washington",1968,"Boys","100y","9.9",NA
"Washington",1967,"Boys","100y","9.7",NA
"Washington",1966,"Boys","100y","10.0",NA
"Washington",1965,"Boys","100y","9.8",NA
"Washington",1964,"Boys","100y","10.0",NA
"Washington",1963,"Boys","100y","10.0","w"
"Washington",2024,"Boys","100m","11.12",NA
"Washington",2023,"Boys","100m","11.24",NA
"Washington",2022,"Boys","100m","11.50",NA
"Washington",2021,"Boys","100m",NA,NA
"Washington",2020,"Boys","100m",NA,NA
"Washington",2019,"Boys","100m","11.28",NA
"Washington",2018,"Boys","100m","11.09",NA
"Washington",2017,"Boys","100m","11.15",NA
"Washington",2016,"Boys","100m","11.40",NA
"Washington",2015,"Boys","100m","11.28",NA
"Washington",2014,"Boys","100m","11.44",NA
"Washington",2013,"Boys","100m","11.43",NA
"Washington",2012,"Boys","100m","11.01","w"
"Washington",2011,"Boys","100m","11.18",NA
"Washington",2010,"Boys","100m","11.66",NA
"Washington",2009,"Boys","100m","11.21",NA
"Washington",2008,"Boys","100m","10.98",NA
"Washington",2007,"Boys","100m","11.20",NA
"Washington",2006,"Boys","100m","11.53",NA
"Washington",2005,"Boys","100m","11.16",NA
"Washington",2004,"Boys","100m","11.3","h"
"Washington",2003,"Boys","100m","11.67",NA
"Washington",2002,"Boys","100m","11.47",NA
"Washington",2001,"Boys","100m","11.39",NA
"Washington",2000,"Boys","100m","12.12",NA
"Washington",1999,"Boys","100m","10.93","w"
"Washington",1998,"Boys","100m","11.21",NA
"Washington",1997,"Boys","100m","11.17",NA
"Washington",1996,"Boys","100m","11.21",NA
"Washington",1995,"Boys","100m","11.56",NA
"Washington",1994,"Boys","100m","11.05",NA
"Washington",1993,"Boys","100m","11.0",NA
"Washington",1992,"Boys","100m","10.7",NA
"Washington",1991,"Boys","100m","10.8",NA
"Washington",1990,"Boys","100m","11.1",NA
"Washington",1989,"Boys","100m","10.7",NA
"Washington",1988,"Boys","100m","11.0",NA
"Washington",1987,"Boys","100m","11.0",NA
"Washington",1986,"Boys","100m","10.8",NA
"Washington",1985,"Boys","100m","10.8",NA
"Washington",1984,"Boys","100m","11.0",NA
"Washington",2024,"Boys","100m","11.37",NA
"Washington",2023,"Boys","100m","11.50",NA
"Washington",2022,"Boys","100m","11.37",NA
"Washington",2021,"Boys","100m",NA,NA
"Washington",2020,"Boys","100m",NA,NA
"Washington",2019,"Boys","100m","11.59",NA
"Washington",2018,"Boys","100m","11.51",NA
"Washington",2017,"Boys","100m","11.48",NA
"Washington",2016,"Boys","100m","11.53",NA
"Washington",2015,"Boys","100m","11.51",NA
"Washington",2014,"Boys","100m","11.51",NA
"Washington",2013,"Boys","100m","11.78",NA
"Washington",2012,"Boys","100m","11.65",NA
"Washington",2011,"Boys","100m","11.98",NA
"Washington",2010,"Boys","100m","11.75",NA
"Washington",2009,"Boys","100m","11.84",NA
"Washington",2008,"Boys","100m","11.74",NA
"Washington",2007,"Boys","100m","11.37",NA
