"State","Year","Gender","Event","Mark"
"Rhode Island",1987,"Girls","1600m",307.561365
"Rhode Island",1987,"Girls","800m",140.25
"Rhode Island",1987,"Girls","High Jump",1.6002
"Rhode Island",1988,"Boys","100m",10.9
"Rhode Island",1988,"Boys","1600m",257.58063
"Rhode Island",1988,"Boys","800m",115.4
"Rhode Island",1988,"Boys","High Jump",1.905
"Rhode Island",1988,"Boys","Pole Vault",3.8862
"Rhode Island",1988,"Girls","100m",12.9
"Rhode Island",1988,"Girls","1600m",313.928406
"Rhode Island",1988,"Girls","800m",142.74
"Rhode Island",1988,"Girls","High Jump",1.6002
"Rhode Island",1989,"Boys","100m",11.1
"Rhode Island",1989,"Boys","1600m",259.40592
"Rhode Island",1989,"Boys","800m",115.2
"Rhode Island",1989,"Boys","High Jump",2.0066
"Rhode Island",1989,"Boys","Pole Vault",3.81
"Rhode Island",1989,"Girls","100m",12.41
"Rhode Island",1989,"Girls","1600m",311.90985
"Rhode Island",1989,"Girls","800m",139.7
"Rhode Island",1989,"Girls","High Jump",1.5494
"Rhode Island",1990,"Boys","100m",11.27
"Rhode Island",1990,"Boys","1600m",258.54696
"Rhode Island",1990,"Boys","800m",117.9
"Rhode Island",1990,"Boys","High Jump",2.0574
"Rhode Island",1990,"Boys","Pole Vault",3.9624
"Rhode Island",1990,"Girls","100m",12.81
"Rhode Island",1990,"Girls","1600m",314.5941
"Rhode Island",1990,"Girls","800m",140
"Rhode Island",1990,"Girls","High Jump",1.5748
"Rhode Island",1991,"Boys","100m",10.8
"Rhode Island",1991,"Boys","1600m",264.98916
"Rhode Island",1991,"Boys","800m",116.6
"Rhode Island",1991,"Boys","High Jump",2.0828
"Rhode Island",1991,"Boys","Pole Vault",4.191
"Rhode Island",1991,"Girls","100m",12.1
"Rhode Island",1991,"Girls","1600m",315.56043
"Rhode Island",1991,"Girls","800m",142
"Rhode Island",1991,"Girls","High Jump",1.6256
"Rhode Island",1992,"Boys","100m",10.81
"Rhode Island",1992,"Boys","1600m",259.29855
"Rhode Island",1992,"Boys","800m",116.5
"Rhode Island",1992,"Boys","High Jump",1.9304
"Rhode Island",1992,"Boys","Pole Vault",4.2672
"Rhode Island",1992,"Girls","100m",12.54
"Rhode Island",1992,"Girls","1600m",306.21924
"Rhode Island",1992,"Girls","800m",139.6
"Rhode Island",1992,"Girls","High Jump",1.6002
"Rhode Island",1993,"Boys","100m",10.84
"Rhode Island",1993,"Boys","1600m",256.6143
"Rhode Island",1993,"Boys","800m",113.4
"Rhode Island",1993,"Boys","High Jump",1.9812
"Rhode Island",1993,"Boys","Pole Vault",4.1148
"Rhode Island",1993,"Girls","100m",12.68
"Rhode Island",1993,"Girls","1600m",309.97719
"Rhode Island",1993,"Girls","800m",139.9
"Rhode Island",1993,"Girls","High Jump",1.6256
"Rhode Island",1994,"Boys","100m",11.32
"Rhode Island",1994,"Boys","1600m",255.025224
"Rhode Island",1994,"Boys","800m",113.8
"Rhode Island",1994,"Boys","High Jump",1.9304
"Rhode Island",1994,"Boys","Pole Vault",3.9624
"Rhode Island",1994,"Girls","100m",12.86
"Rhode Island",1994,"Girls","1600m",307.61505
"Rhode Island",1994,"Girls","800m",141.75
"Rhode Island",1994,"Girls","High Jump",1.6002
"Rhode Island",1995,"Boys","100m",11.07
"Rhode Island",1995,"Boys","1600m",265.708539
"Rhode Island",1995,"Boys","800m",117.55
"Rhode Island",1995,"Boys","High Jump",1.9304
"Rhode Island",1995,"Boys","Pole Vault",4.2672
"Rhode Island",1995,"Girls","100m",12.64
"Rhode Island",1995,"Girls","1600m",309.257811
"Rhode Island",1995,"Girls","800m",138.55
"Rhode Island",1995,"Girls","High Jump",1.651
"Rhode Island",1996,"Boys","100m",10.86
"Rhode Island",1996,"Boys","1600m",263.443032
"Rhode Island",1996,"Boys","800m",117.05
"Rhode Island",1996,"Boys","High Jump",1.9812
"Rhode Island",1996,"Boys","Pole Vault",4.445
"Rhode Island",1996,"Girls","100m",12.44
"Rhode Island",1996,"Girls","1600m",312.360804
"Rhode Island",1996,"Girls","800m",139.14
"Rhode Island",1996,"Girls","High Jump",1.5748
"Rhode Island",1997,"Boys","100m",10.76
"Rhode Island",1997,"Boys","1600m",261.01647
"Rhode Island",1997,"Boys","800m",117.44
"Rhode Island",1997,"Boys","High Jump",2.13995
"Rhode Island",1997,"Boys","Pole Vault",3.9624
"Rhode Island",1997,"Girls","100m",12.76
"Rhode Island",1997,"Girls","1600m",305.36028
"Rhode Island",1997,"Girls","800m",138.75
"Rhode Island",1997,"Girls","High Jump",1.7018
"Rhode Island",1997,"Girls","Pole Vault",2.5908
"Rhode Island",1998,"Boys","100m",11.37
"Rhode Island",1998,"Boys","1600m",261.703638
"Rhode Island",1998,"Boys","800m",117.81
"Rhode Island",1998,"Boys","High Jump",2.032
"Rhode Island",1998,"Boys","Pole Vault",4.2672
"Rhode Island",1998,"Girls","100m",12.88
"Rhode Island",1998,"Girls","1600m",293.33484
"Rhode Island",1998,"Girls","800m",136.29
"Rhode Island",1998,"Girls","High Jump",1.651
"Rhode Island",1998,"Girls","Pole Vault",2.8956
"Rhode Island",1999,"Boys","100m",10.93
"Rhode Island",1999,"Boys","1600m",263.088711
"Rhode Island",1999,"Boys","800m",119.22
"Rhode Island",1999,"Boys","High Jump",1.9304
"Rhode Island",1999,"Boys","Pole Vault",3.9624
"Rhode Island",1999,"Girls","100m",12.27
"Rhode Island",1999,"Girls","1600m",304.651638
"Rhode Island",1999,"Girls","800m",138.95
"Rhode Island",1999,"Girls","High Jump",1.651
"Rhode Island",1999,"Girls","Pole Vault",2.5908
"Rhode Island",2000,"Boys","100m",11.27
"Rhode Island",2000,"Boys","1600m",256.796829
"Rhode Island",2000,"Boys","800m",115.88
"Rhode Island",2000,"Boys","High Jump",1.9304
"Rhode Island",2000,"Boys","Pole Vault",4.1148
"Rhode Island",2000,"Girls","100m",12.98
"Rhode Island",2000,"Girls","1600m",313.187553
"Rhode Island",2000,"Girls","800m",141.08
"Rhode Island",2000,"Girls","High Jump",1.651
"Rhode Island",2000,"Girls","Pole Vault",3.1115
"Rhode Island",2001,"Boys","100m",10.93
"Rhode Island",2001,"Boys","1600m",261.252684
"Rhode Island",2001,"Boys","800m",117.44
"Rhode Island",2001,"Boys","High Jump",1.9304
"Rhode Island",2001,"Boys","Pole Vault",4.5212
"Rhode Island",2001,"Girls","100m",12.91
"Rhode Island",2001,"Girls","1600m",312.618492
"Rhode Island",2001,"Girls","800m",137.6
"Rhode Island",2001,"Girls","High Jump",1.651
"Rhode Island",2001,"Girls","Pole Vault",3.38455
"Rhode Island",2002,"Boys","100m",10.87
"Rhode Island",2002,"Boys","1600m",261.381528
"Rhode Island",2002,"Boys","800m",114.64
"Rhode Island",2002,"Boys","High Jump",1.9812
"Rhode Island",2002,"Boys","Pole Vault",3.81
"Rhode Island",2002,"Girls","100m",12.89
"Rhode Island",2002,"Girls","1600m",306.348084
"Rhode Island",2002,"Girls","800m",137.16
"Rhode Island",2002,"Girls","High Jump",1.5494
"Rhode Island",2002,"Girls","Pole Vault",3.048
"Rhode Island",2003,"Boys","100m",10.91
"Rhode Island",2003,"Boys","1600m",262.369332
"Rhode Island",2003,"Boys","800m",119.66
"Rhode Island",2003,"Boys","High Jump",1.9304
"Rhode Island",2003,"Boys","Pole Vault",3.9624
"Rhode Island",2003,"Girls","100m",12.73
"Rhode Island",2003,"Girls","1600m",298.832184
"Rhode Island",2003,"Girls","800m",131.71
"Rhode Island",2003,"Girls","High Jump",1.524
"Rhode Island",2003,"Girls","Pole Vault",2.8956
"Rhode Island",2004,"Boys","100m",10.88
"Rhode Island",2004,"Boys","1600m",261.55332
"Rhode Island",2004,"Boys","800m",118.82
"Rhode Island",2004,"Boys","High Jump",1.9812
"Rhode Island",2004,"Boys","Pole Vault",4.3942
"Rhode Island",2004,"Girls","100m",12.42
"Rhode Island",2004,"Girls","1600m",288.331398
"Rhode Island",2004,"Girls","800m",135.74
"Rhode Island",2004,"Girls","High Jump",1.5494
"Rhode Island",2004,"Girls","Pole Vault",2.8194
"Rhode Island",2005,"Boys","100m",10.62
"Rhode Island",2005,"Boys","1600m",260.297091
"Rhode Island",2005,"Boys","800m",118.28
"Rhode Island",2005,"Boys","High Jump",2.0066
"Rhode Island",2005,"Boys","Pole Vault",3.9624
"Rhode Island",2005,"Girls","100m",12.09
"Rhode Island",2005,"Girls","1600m",311.866902
"Rhode Island",2005,"Girls","800m",130.38
"Rhode Island",2005,"Girls","High Jump",1.651
"Rhode Island",2005,"Girls","Pole Vault",2.8956
"Rhode Island",2006,"Boys","100m",11.29
"Rhode Island",2006,"Boys","1600m",260.608464
"Rhode Island",2006,"Boys","800m",116.25
"Rhode Island",2006,"Boys","High Jump",1.9304
"Rhode Island",2006,"Boys","Pole Vault",3.9624
"Rhode Island",2006,"Girls","100m",12.77
"Rhode Island",2006,"Girls","1600m",301.011795
"Rhode Island",2006,"Girls","800m",130.62
"Rhode Island",2006,"Girls","High Jump",1.651
"Rhode Island",2006,"Girls","Pole Vault",2.7432
"Rhode Island",2007,"Boys","100m",10.76
"Rhode Island",2007,"Boys","1600m",256.388823
"Rhode Island",2007,"Boys","800m",117.86
"Rhode Island",2007,"Boys","High Jump",1.8796
"Rhode Island",2007,"Boys","Pole Vault",4.2672
"Rhode Island",2007,"Girls","100m",12.27
"Rhode Island",2007,"Girls","1600m",292.529565
"Rhode Island",2007,"Girls","800m",136.1
"Rhode Island",2007,"Girls","High Jump",1.651
"Rhode Island",2007,"Girls","Pole Vault",2.7432
"Rhode Island",2008,"Boys","100m",10.64
"Rhode Island",2008,"Boys","1600m",252.373185
"Rhode Island",2008,"Boys","800m",116.24
"Rhode Island",2008,"Boys","High Jump",1.9304
"Rhode Island",2008,"Boys","Pole Vault",4.572
"Rhode Island",2008,"Girls","100m",12.12
"Rhode Island",2008,"Girls","1600m",306.144081
"Rhode Island",2008,"Girls","800m",133.61
"Rhode Island",2008,"Girls","High Jump",1.651
"Rhode Island",2008,"Girls","Pole Vault",2.8956
"Rhode Island",2009,"Boys","100m",10.82
"Rhode Island",2009,"Boys","1600m",251.267274
"Rhode Island",2009,"Boys","800m",116.26
"Rhode Island",2009,"Boys","High Jump",1.9304
"Rhode Island",2009,"Boys","Pole Vault",4.2672
"Rhode Island",2009,"Girls","100m",12.41
"Rhode Island",2009,"Girls","1600m",297.135738
"Rhode Island",2009,"Girls","800m",135.37
"Rhode Island",2009,"Girls","High Jump",1.651
"Rhode Island",2009,"Girls","Pole Vault",3.048
"Rhode Island",2010,"Boys","100m",10.59
"Rhode Island",2010,"Boys","1600m",249.817779
"Rhode Island",2010,"Boys","800m",114.4
"Rhode Island",2010,"Boys","High Jump",2.032
"Rhode Island",2010,"Boys","Pole Vault",4.6482
"Rhode Island",2010,"Girls","100m",12.12
"Rhode Island",2010,"Girls","1600m",300.346101
"Rhode Island",2010,"Girls","800m",137.15
"Rhode Island",2010,"Girls","High Jump",1.6002
"Rhode Island",2010,"Girls","Pole Vault",3.2004
"Rhode Island",2011,"Boys","100m",10.75
"Rhode Island",2011,"Boys","1600m",248.207229
"Rhode Island",2011,"Boys","800m",114.13
"Rhode Island",2011,"Boys","High Jump",2.032
"Rhode Island",2011,"Boys","Pole Vault",3.81
"Rhode Island",2011,"Girls","100m",12.04
"Rhode Island",2011,"Girls","1600m",302.053284
"Rhode Island",2011,"Girls","800m",133.18
"Rhode Island",2011,"Girls","High Jump",1.75895
"Rhode Island",2011,"Girls","Pole Vault",2.5908
"Rhode Island",2012,"Boys","100m",10.99
"Rhode Island",2012,"Boys","1600m",260.415198
"Rhode Island",2012,"Boys","800m",115.94
"Rhode Island",2012,"Boys","High Jump",2.032
"Rhode Island",2012,"Boys","Pole Vault",4.2672
"Rhode Island",2012,"Girls","100m",12.33
"Rhode Island",2012,"Girls","1600m",287.665704
"Rhode Island",2012,"Girls","800m",131.15
"Rhode Island",2012,"Girls","High Jump",1.778
"Rhode Island",2012,"Girls","Pole Vault",3.2004
"Rhode Island",2013,"Boys","100m",10.98
"Rhode Island",2013,"Boys","1600m",258.482538
"Rhode Island",2013,"Boys","800m",117.5
"Rhode Island",2013,"Boys","High Jump",1.9304
"Rhode Island",2013,"Boys","Pole Vault",4.1148
"Rhode Island",2013,"Girls","100m",12.02
"Rhode Island",2013,"Girls","1600m",294.483699
"Rhode Island",2013,"Girls","800m",133.14
"Rhode Island",2013,"Girls","High Jump",1.6002
"Rhode Island",2013,"Girls","Pole Vault",3.048
"Rhode Island",2014,"Boys","100m",11.16
"Rhode Island",2014,"Boys","1600m",262.508913
"Rhode Island",2014,"Boys","800m",116.02
"Rhode Island",2014,"Boys","High Jump",1.9304
"Rhode Island",2014,"Boys","Pole Vault",4.1148
"Rhode Island",2014,"Girls","100m",11.96
"Rhode Island",2014,"Girls","1600m",286.549056
"Rhode Island",2014,"Girls","800m",132.32
"Rhode Island",2014,"Girls","High Jump",1.6002
"Rhode Island",2014,"Girls","Pole Vault",3.2004
"Rhode Island",2015,"Boys","100m",10.98
"Rhode Island",2015,"Boys","1600m",255.798288
"Rhode Island",2015,"Boys","800m",115.25
"Rhode Island",2015,"Boys","High Jump",1.9304
"Rhode Island",2015,"Boys","Pole Vault",4.1148
"Rhode Island",2015,"Girls","100m",11.82
"Rhode Island",2015,"Girls","1600m",292.497354
"Rhode Island",2015,"Girls","800m",134.37
"Rhode Island",2015,"Girls","High Jump",1.6002
"Rhode Island",2015,"Girls","Pole Vault",3.048
"Rhode Island",2016,"Boys","100m",10.81
"Rhode Island",2016,"Boys","1600m",251.149167
"Rhode Island",2016,"Boys","800m",116.7
"Rhode Island",2016,"Boys","High Jump",1.8796
"Rhode Island",2016,"Boys","Pole Vault",4.1148
"Rhode Island",2016,"Girls","100m",12.13
"Rhode Island",2016,"Girls","1600m",296.362674
"Rhode Island",2016,"Girls","800m",133.87
"Rhode Island",2016,"Girls","High Jump",1.5494
"Rhode Island",2016,"Girls","Pole Vault",3.1242
"Rhode Island",2017,"Boys","100m",10.75
"Rhode Island",2017,"Boys","1600m",257.47326
"Rhode Island",2017,"Boys","800m",113.75
"Rhode Island",2017,"Boys","High Jump",2.032
"Rhode Island",2017,"Boys","Pole Vault",4.2672
"Rhode Island",2017,"Girls","100m",12.44
"Rhode Island",2017,"Girls","1600m",289.57689
"Rhode Island",2017,"Girls","800m",134.99
"Rhode Island",2017,"Girls","High Jump",1.6002
"Rhode Island",2017,"Girls","Pole Vault",3.2004
"Rhode Island",2018,"Boys","100m",10.81
"Rhode Island",2018,"Boys","1600m",250.590843
"Rhode Island",2018,"Boys","800m",113.21
"Rhode Island",2018,"Boys","High Jump",1.9812
"Rhode Island",2018,"Boys","Pole Vault",3.9624
"Rhode Island",2018,"Girls","100m",12.46
"Rhode Island",2018,"Girls","1600m",298.198701
"Rhode Island",2018,"Girls","800m",133.45
"Rhode Island",2018,"Girls","High Jump",1.6002
"Rhode Island",2018,"Girls","Pole Vault",3.3528
"Rhode Island",2019,"Boys","100m",10.72
"Rhode Island",2019,"Boys","1600m",259.953507
"Rhode Island",2019,"Boys","800m",112.17
"Rhode Island",2019,"Boys","High Jump",1.8796
"Rhode Island",2019,"Boys","Pole Vault",4.1148
"Rhode Island",2019,"Girls","100m",12.2
"Rhode Island",2019,"Girls","1600m",294.354855
"Rhode Island",2019,"Girls","800m",136.06
"Rhode Island",2019,"Girls","High Jump",1.6002
"Rhode Island",2019,"Girls","Pole Vault",3.048
"Tennessee",1978,"Boys","100m",10.7212
"Tennessee",1978,"Boys","1600m",255.31056
"Tennessee",1978,"Boys","800m",114.63126
"Tennessee",1978,"Boys","High Jump",1.9812
"Tennessee",1978,"Boys","Pole Vault",3.9624
"Tennessee",1978,"Girls","100m",11.9246
"Tennessee",1978,"Girls","1600m",290.10756
"Tennessee",1978,"Girls","800m",129.246
"Tennessee",1978,"Girls","High Jump",1.6764
"Tennessee",1979,"Boys","100m",10.6118
"Tennessee",1979,"Boys","1600m",253.81926
"Tennessee",1979,"Boys","800m",113.93532
"Tennessee",1979,"Boys","High Jump",2.032
"Tennessee",1979,"Boys","Pole Vault",4.1148
"Tennessee",1979,"Girls","100m",11.9246
"Tennessee",1979,"Girls","1600m",290.50524
"Tennessee",1979,"Girls","800m",133.7199
"Tennessee",1979,"Girls","High Jump",1.6764
"Tennessee",1980,"Boys","100m",10.393
"Tennessee",1980,"Boys","1600m",255.21114
"Tennessee",1980,"Boys","800m",115.02894
"Tennessee",1980,"Boys","High Jump",1.8796
"Tennessee",1980,"Boys","Pole Vault",3.81
"Tennessee",1980,"Girls","100m",11.7058
"Tennessee",1980,"Girls","1600m",291.10176
"Tennessee",1980,"Girls","800m",135.7083
"Tennessee",1980,"Girls","High Jump",1.524
"Tennessee",1981,"Boys","100m",10.54
"Tennessee",1981,"Boys","1600m",252.1
"Tennessee",1981,"Boys","800m",111.1
"Tennessee",1981,"Boys","High Jump",1.9304
"Tennessee",1981,"Boys","Pole Vault",3.81
"Tennessee",1981,"Girls","100m",11.7
"Tennessee",1981,"Girls","1600m",293.4
"Tennessee",1981,"Girls","800m",134.2
"Tennessee",1981,"Girls","High Jump",1.5748
"Tennessee",1982,"Boys","100m",10.6
"Tennessee",1982,"Boys","1600m",257.7
"Tennessee",1982,"Boys","800m",113.6
"Tennessee",1982,"Boys","High Jump",1.8288
"Tennessee",1982,"Boys","Pole Vault",3.81
"Tennessee",1982,"Girls","100m",11.9
"Tennessee",1982,"Girls","1600m",309.3
"Tennessee",1982,"Girls","800m",131.6
"Tennessee",1982,"Girls","High Jump",1.4732
"Tennessee",1983,"Boys","100m",10.5
"Tennessee",1983,"Boys","1600m",264.1
"Tennessee",1983,"Boys","800m",114.6
"Tennessee",1983,"Boys","High Jump",1.9304
"Tennessee",1983,"Boys","Pole Vault",3.81
"Tennessee",1983,"Girls","100m",12
"Tennessee",1983,"Girls","1600m",302.7
"Tennessee",1983,"Girls","800m",131
"Tennessee",1983,"Girls","High Jump",1.6256
"Tennessee",1984,"Boys","100m",10.6
"Tennessee",1984,"Boys","1600m",262.5
"Tennessee",1984,"Boys","800m",114.4
"Tennessee",1984,"Boys","High Jump",1.9812
"Tennessee",1984,"Boys","Pole Vault",3.6576
"Tennessee",1984,"Girls","100m",12
"Tennessee",1984,"Girls","1600m",312.8
"Tennessee",1984,"Girls","800m",134
"Tennessee",1984,"Girls","High Jump",1.6256
"Tennessee",1985,"Boys","100m",10.4
"Tennessee",1985,"Boys","1600m",257.4
"Tennessee",1985,"Boys","800m",115.9
"Tennessee",1985,"Boys","High Jump",1.9812
"Tennessee",1985,"Boys","Pole Vault",3.81
"Tennessee",1985,"Girls","100m",11.9
"Tennessee",1985,"Girls","1600m",309.3
"Tennessee",1985,"Girls","800m",139.3
"Tennessee",1985,"Girls","High Jump",1.524
"Tennessee",1986,"Boys","100m",10.5
"Tennessee",1986,"Boys","1600m",254.8
"Tennessee",1986,"Boys","800m",114.3
"Tennessee",1986,"Boys","High Jump",1.9812
"Tennessee",1986,"Boys","Pole Vault",3.6576
"Tennessee",1986,"Girls","100m",11.9
"Tennessee",1986,"Girls","1600m",308.8
"Tennessee",1986,"Girls","800m",133.8
"Tennessee",1986,"Girls","High Jump",1.5748
"Tennessee",1987,"Boys","100m",10.5
"Tennessee",1987,"Boys","1600m",262.7
"Tennessee",1987,"Boys","800m",112.4
"Tennessee",1987,"Boys","High Jump",1.9812
"Tennessee",1987,"Boys","Pole Vault",3.81
"Tennessee",1987,"Girls","100m",12
"Tennessee",1987,"Girls","1600m",316.6
"Tennessee",1987,"Girls","800m",137.8
"Tennessee",1987,"Girls","High Jump",1.5748
"Tennessee",1988,"Boys","100m",10.62
"Tennessee",1988,"Boys","1600m",262.3
"Tennessee",1988,"Boys","800m",115
"Tennessee",1988,"Boys","High Jump",1.9812
"Tennessee",1988,"Boys","Pole Vault",4.1148
"Tennessee",1988,"Girls","100m",11.95
"Tennessee",1988,"Girls","1600m",313.57
"Tennessee",1988,"Girls","800m",137.44
"Tennessee",1988,"Girls","High Jump",1.6256
"Tennessee",1989,"Boys","100m",10.95
"Tennessee",1989,"Boys","1600m",259.5
"Tennessee",1989,"Boys","800m",113.9
"Tennessee",1989,"Boys","High Jump",1.9812
"Tennessee",1989,"Boys","Pole Vault",3.9624
"Tennessee",1989,"Girls","100m",12.21
"Tennessee",1989,"Girls","1600m",302.16
"Tennessee",1989,"Girls","800m",138.89
"Tennessee",1989,"Girls","High Jump",1.6002
"Tennessee",1990,"Boys","100m",10.86
"Tennessee",1990,"Boys","1600m",258.12
"Tennessee",1990,"Boys","800m",116.4
"Tennessee",1990,"Boys","High Jump",1.9812
"Tennessee",1990,"Boys","Pole Vault",3.9624
"Tennessee",1990,"Girls","100m",12.2
"Tennessee",1990,"Girls","1600m",304.8
"Tennessee",1990,"Girls","800m",138.58
"Tennessee",1990,"Girls","High Jump",1.5748
"Tennessee",1991,"Boys","100m",10.79
"Tennessee",1991,"Boys","1600m",260.6
"Tennessee",1991,"Boys","800m",114.2
"Tennessee",1991,"Boys","High Jump",1.9812
"Tennessee",1991,"Boys","Pole Vault",3.81
"Tennessee",1991,"Girls","100m",12.33
"Tennessee",1991,"Girls","1600m",301.83
"Tennessee",1991,"Girls","800m",136.41
"Tennessee",1991,"Girls","High Jump",1.6256
"Tennessee",1992,"Boys","100m",10.73
"Tennessee",1992,"Boys","1600m",252.04
"Tennessee",1992,"Boys","800m",113.9
"Tennessee",1992,"Boys","High Jump",2.032
"Tennessee",1992,"Boys","Pole Vault",3.9624
"Tennessee",1992,"Girls","100m",12.31
"Tennessee",1992,"Girls","1600m",302.6
"Tennessee",1992,"Girls","800m",137.66
"Tennessee",1992,"Girls","High Jump",1.6764
"Tennessee",1993,"Boys","100m",10.72
"Tennessee",1993,"Boys","1600m",262.2
"Tennessee",1993,"Boys","800m",114.3
"Tennessee",1993,"Boys","High Jump",1.8796
"Tennessee",1993,"Boys","Pole Vault",4.2672
"Tennessee",1993,"Girls","100m",12.49
"Tennessee",1993,"Girls","1600m",314.26
"Tennessee",1993,"Girls","800m",137.14
"Tennessee",1993,"Girls","High Jump",1.5748
"Tennessee",1994,"Boys","100m",10.71
"Tennessee",1994,"Boys","1600m",260.52
"Tennessee",1994,"Boys","800m",114.3
"Tennessee",1994,"Boys","High Jump",1.9812
"Tennessee",1994,"Boys","Pole Vault",4.1148
"Tennessee",1994,"Girls","100m",12.36
"Tennessee",1994,"Girls","1600m",312.56
"Tennessee",1994,"Girls","800m",136.32
"Tennessee",1994,"Girls","High Jump",1.6764
"Tennessee",1995,"Boys","100m",10.78
"Tennessee",1995,"Boys","1600m",254.29
"Tennessee",1995,"Boys","800m",116.6
"Tennessee",1995,"Boys","High Jump",2.032
"Tennessee",1995,"Boys","Pole Vault",4.2672
"Tennessee",1995,"Girls","100m",12.22
"Tennessee",1995,"Girls","1600m",309.98
"Tennessee",1995,"Girls","800m",137.2
"Tennessee",1995,"Girls","High Jump",1.6256
"Tennessee",1996,"Boys","100m",10.91
"Tennessee",1996,"Boys","1600m",258.59
"Tennessee",1996,"Boys","800m",116.1
"Tennessee",1996,"Boys","High Jump",2.032
"Tennessee",1996,"Boys","Pole Vault",3.9624
"Tennessee",1996,"Girls","100m",12.24
"Tennessee",1996,"Girls","1600m",309.25
"Tennessee",1996,"Girls","800m",137.92
"Tennessee",1996,"Girls","High Jump",1.6256
"Tennessee",1997,"Boys","100m",10.7
"Tennessee",1997,"Boys","1600m",258.63
"Tennessee",1997,"Boys","800m",114.8
"Tennessee",1997,"Boys","High Jump",2.032
"Tennessee",1997,"Boys","Pole Vault",3.9624
"Tennessee",1997,"Girls","100m",12.07
"Tennessee",1997,"Girls","1600m",311.2
"Tennessee",1997,"Girls","800m",135.79
"Tennessee",1997,"Girls","High Jump",1.6256
"Tennessee",1998,"Boys","100m",10.72
"Tennessee",1998,"Boys","1600m",258.32
"Tennessee",1998,"Boys","800m",114
"Tennessee",1998,"Boys","High Jump",1.9812
"Tennessee",1998,"Boys","Pole Vault",3.6576
"Tennessee",1998,"Girls","100m",12.05
"Tennessee",1998,"Girls","1600m",307.49
"Tennessee",1998,"Girls","800m",137.42
"Tennessee",1998,"Girls","High Jump",1.6256
"Tennessee",1999,"Boys","100m",10.5
"Tennessee",1999,"Boys","1600m",262.37
"Tennessee",1999,"Boys","800m",113.59
"Tennessee",1999,"Boys","High Jump",1.9812
"Tennessee",1999,"Boys","Pole Vault",3.81
"Tennessee",1999,"Girls","100m",12.07
"Tennessee",1999,"Girls","1600m",305.65
"Tennessee",1999,"Girls","800m",138.84
"Tennessee",1999,"Girls","High Jump",1.6256
"Tennessee",2000,"Boys","100m",10.71
"Tennessee",2000,"Boys","1600m",264.4
"Tennessee",2000,"Boys","800m",118.25
"Tennessee",2000,"Boys","High Jump",1.9304
"Tennessee",2000,"Boys","Pole Vault",3.3528
"Tennessee",2000,"Girls","100m",12.12
"Tennessee",2000,"Girls","1600m",314.36
"Tennessee",2000,"Girls","800m",139.61
"Tennessee",2000,"Girls","High Jump",1.6764
"Tennessee",2000,"Girls","Pole Vault",2.5908
"Tennessee",2001,"Boys","100m",10.65
"Tennessee",2001,"Boys","1600m",258.28
"Tennessee",2001,"Boys","800m",116.71
"Tennessee",2001,"Boys","High Jump",1.9812
"Tennessee",2001,"Boys","Pole Vault",3.6576
"Tennessee",2001,"Girls","100m",11.98
"Tennessee",2001,"Girls","1600m",309.28
"Tennessee",2001,"Girls","800m",136.42
"Tennessee",2001,"Girls","High Jump",1.6256
"Tennessee",2001,"Girls","Pole Vault",3.2004
"Tennessee",2002,"Boys","100m",10.86
"Tennessee",2002,"Boys","1600m",253.54
"Tennessee",2002,"Boys","800m",115.06
"Tennessee",2002,"Boys","High Jump",1.9304
"Tennessee",2002,"Boys","Pole Vault",3.9624
"Tennessee",2002,"Girls","100m",11.99
"Tennessee",2002,"Girls","1600m",311.16
"Tennessee",2002,"Girls","800m",136.5
"Tennessee",2002,"Girls","High Jump",1.6256
"Tennessee",2002,"Girls","Pole Vault",2.7432
"Tennessee",2003,"Boys","100m",10.6
"Tennessee",2003,"Boys","1600m",255.04
"Tennessee",2003,"Boys","800m",114.3
"Tennessee",2003,"Boys","High Jump",1.9304
"Tennessee",2003,"Boys","Pole Vault",3.9624
"Tennessee",2003,"Girls","100m",12
"Tennessee",2003,"Girls","1600m",311.46
"Tennessee",2003,"Girls","800m",132.38
"Tennessee",2003,"Girls","High Jump",1.6256
"Tennessee",2003,"Girls","Pole Vault",3.048
"Tennessee",2004,"Boys","100m",10.81
"Tennessee",2004,"Boys","1600m",250.99
"Tennessee",2004,"Boys","800m",115.24
"Tennessee",2004,"Boys","High Jump",2.032
"Tennessee",2004,"Boys","Pole Vault",3.81
"Tennessee",2004,"Girls","100m",12.31
"Tennessee",2004,"Girls","1600m",312.12
"Tennessee",2004,"Girls","800m",132.65
"Tennessee",2004,"Girls","High Jump",1.6256
"Tennessee",2004,"Girls","Pole Vault",3.1496
"Tennessee",2005,"Boys","100m",10.75
"Tennessee",2005,"Boys","1600m",245.75
"Tennessee",2005,"Boys","800m",113.99
"Tennessee",2005,"Boys","High Jump",1.8796
"Tennessee",2005,"Boys","Pole Vault",3.81
"Tennessee",2005,"Girls","100m",12.04
"Tennessee",2005,"Girls","1600m",298.99
"Tennessee",2005,"Girls","800m",132.59
"Tennessee",2005,"Girls","High Jump",1.6256
"Tennessee",2005,"Girls","Pole Vault",2.7432
"Tennessee",2006,"Boys","100m",10.9
"Tennessee",2006,"Boys","1600m",253.31
"Tennessee",2006,"Boys","800m",112.81
"Tennessee",2006,"Boys","High Jump",1.9304
"Tennessee",2006,"Boys","Pole Vault",3.6576
"Tennessee",2006,"Girls","100m",12.1
