MEET,,EVENT,YEAR,PLACING,ATHLETE,SCHOOL,PERFORMANCE,,,,FN,
States,,400 Meter Relay,1981,2,"Robertson, Robert",Central,,,,,,
States,,400 Meter Relay,1981,2,"White, Ronald",Central,,,,,,
States,,400 Meter Relay,1981,2,"McCoy, William",Central,,,,,,
States,,400 Meter Relay,1981,3,no names listed,Middletown,43.8,,,,relay,
States,,400 Meter Relay,1981,4,no names listed,Westerly,44.5,,,,relay,
States,,400 Meter Relay,1981,5,no names listed,Our Lady of Providence,44.9,,,,relay,
States,,400 Meter Relay,1981,6,no names listed,Bishop Hendricken,45.3,,,,relay,
States,,1600 Meter Relay,1981,1,"Suminski, Michael",Westerly,3:26.5,,,,,
States,,1600 Meter Relay,1981,1,"Parrilla, Todd",Westerly,,,,,,
States,,1600 Meter Relay,1981,1,"Arnold, Christopher",Westerly,,,,,,
States,,1600 Meter Relay,1981,1,"Angelo, Paul",Westerly,,,,,,
States,,1600 Meter Relay,1981,2,"Gibb, William",Our Lady of Providence,3:28.6,,,,,
States,,1600 Meter Relay,1981,2,"Hopkins, Kevin",Our Lady of Providence,,,,,,
States,,1600 Meter Relay,1981,2,"McCollough, Robert",Our Lady of Providence,,,,,,
States,,1600 Meter Relay,1981,2,"Carter, Brian",Our Lady of Providence,,,,,,
States,,1600 Meter Relay,1981,3,"Barone, Joseph",LaSalle,3:30.6,,,,,
States,,1600 Meter Relay,1981,3,"Kelly, Timothy",LaSalle,,,,,,
States,,1600 Meter Relay,1981,3,"Fisher, Matthew",LaSalle,,,,,,
States,,1600 Meter Relay,1981,3,"Bell, Henry",LaSalle,,,,,,
States,,1600 Meter Relay,1981,4,no names listed,Bishop Hendricken,3:31.7,,,,relay,
States,,1600 Meter Relay,1981,5,no names listed,South Kingstown,3:31.8,,,,relay,
States,,1600 Meter Relay,1981,6,no names listed,Woonsocket,3:32.6,,,,relay,
States,,Shot Put,1982,1,"Smith, Steven",Bishop Hendricken,"56'5 1/2""",17.20 m,,,,
States,,Shot Put,1982,2,"Ranucci, Michael",Cranston East,"53'8 1/2""",16.37 m,,,,
States,,Shot Put,1982,3,"Stewart, Craig",Barrington,"52'4""",15.95 m,,,,
States,,Shot Put,1982,4,"Lareau, Alan",Cumberland,"49'7 1/2""",15.12 m,,,,
States,,Shot Put,1982,5,"Walker, Matthew",Rogers,"49'5""",15.06 m,,,,
States,,Shot Put,1982,6,"O'Brien, Allen",Rogers,"48'10 1/2""",14.89 m,,,,
States,,Discus,1982,1,"Corsi, Peter",Classical,"163'5 1/2""",49.80 m,,,,
States,,Discus,1982,2,"Shiappa, Marco",Cranston West,"152'6""",46.48 m,,,,
States,,Discus,1982,3,"Smith, Steven",Bishop Hendricken,"150'9""",45.94 m,,,,
States,,Discus,1982,4,"French, Dan",Rogers,"145'11""",44.48 m,,,,
States,,Discus,1982,5,"Marco, Daryle",South Kingstown,"144'11""",44.17 m,,,,
States,,Discus,1982,6,"Goyette, Jeff",St. Raphael's,"143'1""",43.61 m,,,,
States,,Hammer,1982,1,"Corsi, Peter",Classical,"190'3""",57.98 m,,,,
States,,Hammer,1982,2,"Laliberte, David",St. Raphael's,"186'10""",56.94 m,,,,
States,,Hammer,1982,3,"Krawczyk, Thomas",LaSalle,"185'10 1/2""",56.64 m,,,,
States,,Hammer,1982,4,"Carson, Brad",North Kingstown,"178'0 1/2""",54.26 m,,,,
States,,Hammer,1982,5,"Panteleos, Leon",Rogers,"167'7""",51.08 m,,,,
States,,Hammer,1982,6,"Lehourites, Peter",St. Raphael's,"165'3""",50.36 m,,,,
States,,Javelin (Old Standard),1982,1,"Robinson, Ken",Bishop Hendricken,"178'4""",54.36 m,,,,
States,,Javelin (Old Standard),1982,2,"Carr, Paul",Bishop Hendricken,"172'7""",52.60 m,,,,
States,,Javelin (Old Standard),1982,3,"Zarella, Mark",LaSalle,"169'9""",51.74 m,,,,
States,,Javelin (Old Standard),1982,4,"Catalfomo, Anthony",Smithfield,"165'6""",50.44 m,,,,
States,,Javelin (Old Standard),1982,5,"Bonde, Chris",Barrington,"161'9""",49.30 m,,,,
States,,Javelin (Old Standard),1982,6,"Thayer, Richard",North Kingstown,"157'11""",48.13 m,,,,
States,,High Jump,1982,1,"Patton, Kevin",St. Raphael's,"6'5""",1.96 m,,,,
States,,High Jump,1982,2,"Murnin, Michael",Toll Gate,"6'3""",1.90 m,,,,
States,,High Jump,1982,T-3,"Fitzpatrick, David",Tolman,"6'2""",1.88 m,,,,
States,,High Jump,1982,T-3,"Engleman, Richard",Bishop Hendricken,"6'2""",1.88 m,,,,
States,,High Jump,1982,T-5,"Edge, Mark",Middletown,"6'0""",1.83 m,,,,
States,,High Jump,1982,T-5,"Brown, Matthew",South Kingstown,"6'0""",1.83 m,,,,
States,,Long Jump,1982,1,"Perry, Todd",South Kingstown,"21'5 3/4""",6.54 m,,,,
States,,Long Jump,1982,2,"Shipp, Jason",Ponaganset,"20'10""",6.35 m,,,,
States,,Long Jump,1982,3,"Murphy, Michael",Cumberland,"20'5""",6.22 m,,,,
States,,Long Jump,1982,4,"Jennings, Brian",Our Lady of Providence,"20'3 1/2""",6.18 m,,,,
States,,Long Jump,1982,5,"Williams, Ray",Bishop Hendricken,"20'2 1/2""",6.16 m,,,,
States,,Long Jump,1982,6,"Bennett, Gordon",Pilgrim,"20'1 1/2""",6.13 m,,,,
States,,Triple Jump,1982,1,"Williams, Ray",Bishop Hendricken,"44'4 1/2""",13.52 m,,,,
States,,Triple Jump,1982,2,"Perry, Todd",South Kingstown,"43'9""",13.33 m,,,,
States,,Triple Jump,1982,3,"Lott, Josh",South Kingstown,"41'11 3/4""",12.79 m,,,,
States,,Triple Jump,1982,4,"Duarte, Scott",Woonsocket,"41'11""",12.77 m,,,,
States,,Triple Jump,1982,5,"Chattman, Brian",Woonsocket,"40'10 1/2""",12.76 m,,,,
States,,Triple Jump,1982,6,"Williams, Eric",Hope,"40'10 1/4""",12.75 m,,,,
States,,Pole Vault,1982,1,"Joly, John",West Warwick,"12'9""",3.89 m,,,,
States,,Pole Vault,1982,2,"Starring, Joel",Barrington,"12'0""",3.66 m,,,,
States,,Pole Vault,1982,3,"Sammons, Daniel",Rogers,"11'6""",3.50 m,,,,
States,,Pole Vault,1982,4,"Reilly, Steven",Bishop Hendricken,"11'6""",3.50 m,,,,
States,,Pole Vault,1982,5,"Thornton, Daniel",Bishop Hendricken,"11'6""",3.50 m,,,,
States,,Pole Vault,1982,6,"Mattson, Gary",South Kingstown,"11'0""",3.35 m,,,,
States,,110 M High Hurdles,1982,1,"Myers, John",Our Lady of Providence,15.0,,,,,
States,,110 M High Hurdles,1982,2,"Gibb, William",Our Lady of Providence,15.2,,,,,
States,,110 M High Hurdles,1982,3,"Brown, Matthew",South Kingstown,15.6,,,,,
States,,110 M High Hurdles,1982,4,"Carusi, Domenic",Barrington,15.8,,,,,
States,,110 M High Hurdles,1982,5,"Gilbert, John",Pilgrim,15.8,,,,,
States,,110 M High Hurdles,1982,6,"Varrecchione, Michael",Narragansett,15.8,,,,,
States,,300 M Low Hurdles,1982,1,"Smith, John",R.I. School for the Deaf,39.6,,,,,
States,,300 M Low Hurdles,1982,2,"Nazareth, Craig",East Greenwich,40.5,,,,,
States,,300 M Low Hurdles,1982,3,"Algiere, Chris",Chariho,40.5,,,,,
States,,300 M Low Hurdles,1982,4,"Quevedo, Vincenzo",East Greenwich,40.8,,,,,
States,,300 M Low Hurdles,1982,5,"Naughton, Jon",South Kingstown,41.0,,,,,
States,,300 M Low Hurdles,1982,6,"Krawczyk, Joseph",LaSalle,41.5,,,,,
States,,100 Meters,1982,1,"McCoy, William",Central,10.9,,,,,
States,,100 Meters,1982,2,"Shipp, Jason",Ponaganset,11.0,,,,,
States,,100 Meters,1982,3,"Pratt, James",Pilgrim,11.1,,,,,
States,,100 Meters,1982,4,"Mahoney, Mark",East Greenwich,11.4,,,,,
States,,100 Meters,1982,5,"Gaines, Jack",Bishop Hendricken,11.4,,,,,
States,,100 Meters,1982,6,"Lawrence, Kenneth",Rogers,11.4,,,,,
States,,200 Meters,1982,1,"McCoy, William",Central,22.1,,,,,
States,,200 Meters,1982,2,"Oliviera, Robert",Shea,22.4,,,,,
States,,200 Meters,1982,3,"Shipp, Jason",Ponaganset,23.0,,,,,
States,,200 Meters,1982,4,"Pratt, James",Pilgrim,23.0,,,,,
States,,200 Meters,1982,5,"Illarrazza, Enrico",Pilgrim,23.2,,,,,
States,,200 Meters,1982,6,"Goulet, Jeff",Woonsocket,24.8,,,,,
States,,400 Meters,1982,1,"Oliviera, Robert",Shea,50.4,,,,,
States,,400 Meters,1982,2,"England, Mark",Narragansett,50.8,,,,,
States,,400 Meters,1982,3,"Parks, George",Bishop Hendricken,51.5,,,,,
States,,400 Meters,1982,4,"Barboza, Kevin",Shea,52.5,,,,,
States,,400 Meters,1982,5,"Wilbur, John",Woonsocket,52.6,,,,,
States,,400 Meters,1982,6,"Ready, Thomas",Hope,52.9,,,,,
States,,800 Meters,1982,1,"Burton, John",Portsmouth,2:00.3,,,,,
States,,800 Meters,1982,2,"Kelly, John",Portsmouth,2:01.7,,,,,
States,,800 Meters,1982,3,"Madden, Christopher",Bishop Hendricken,2:01.8,,,,,
States,,800 Meters,1982,4,"Sullivan, Kevin",Hope,2:02.0,,,,,
States,,800 Meters,1982,5,"Cousineau, Mark",LaSalle,2:02.6,,,,,
States,,800 Meters,1982,6,"Berrio, Jesus",Shea,2:03.2,,,,,
States,,1500 Meters,1982,1,"Burton, John",Portsmouth,4:02.1,,,,,
States,,1500 Meters,1982,2,"Walsh, Glenn",Cumberland,4:03.9,,,,,
States,,1500 Meters,1982,3,"Kelly, John",Portsmouth,4:05.7,,,,,
States,,1500 Meters,1982,4,"Hanratty, Richard",Bishop Hendricken,4:09.5,,,,,
States,,1500 Meters,1982,5,"Manning, Waldo",Bishop Hendricken,4:11.2,,,,,
States,,1500 Meters,1982,6,"Zoromski, Neal",Bishop Hendricken,4:13.5,,,,,
States,,3000 Meters,1982,1,"Gillooly, Patrick",Cumberland,8:41.7,,,,,
States,,3000 Meters,1982,2,"Galloway, Mark",Chariho,8:53.3,,,,,
States,,3000 Meters,1982,3,"Boucher, Dale",Woonsocket,8:55.8,,,,,
States,,3000 Meters,1982,4,"Farley, Paul",Bishop Hendricken,8:57.5,,,,,
States,,3000 Meters,1982,5,"Carew, Robert",Cumberland,8:59.3,,,,,
States,,3000 Meters,1982,6,"Nimblett, Andrew",Pilgrim,9:03.6,,,,,
States,,400 Meter Relay,1982,1,"Lawrence, Kenneth",Rogers,44.5,,,,,
States,,400 Meter Relay,1982,1,"Lynch, Kevin",Rogers,,,,,,
States,,400 Meter Relay,1982,1,"Knight, Joseph",Rogers,,,,,,
States,,400 Meter Relay,1982,1,"Butler, Robert",Rogers,,,,,,
States,,400 Meter Relay,1982,2,"Mahoney, Mark",East Greenwich,44.7,,,,,
States,,400 Meter Relay,1982,2,"Jerue, Jeffery",East Greenwich,,,,,,
States,,400 Meter Relay,1982,2,"Gammons, Richard",East Greenwich,,,,,,
States,,400 Meter Relay,1982,2,"Quevedo, Vincenzo",East Greenwich,,,,,,
States,,400 Meter Relay,1982,3,no names listed,Bishop Hendricken,44.8,,,,relay,
States,,400 Meter Relay,1982,4,no names listed,Shea,44.9,,,,relay,
States,,400 Meter Relay,1982,T-5,no names listed,Pilgrim,45.2,,,,relay,
States,,400 Meter Relay,1982,T-5,no names listed,Narragansett,45.2,,,,relay,
States,,1600 Meter Relay,1982,1,"Richards, David",Bishop Hendricken,3:28.8,,,,,
States,,1600 Meter Relay,1982,1,"Clark, Mark",Bishop Hendricken,,,,,,
States,,1600 Meter Relay,1982,1,"Williams, Ray",Bishop Hendricken,,,,,,
States,,1600 Meter Relay,1982,1,"Parks, George",Bishop Hendricken,,,,,,
States,,1600 Meter Relay,1982,2,"Sullivan, Kevin",Hope,3:28.8,,,,,
States,,1600 Meter Relay,1982,2,"Ellis, Delano",Hope,,,,,,
States,,1600 Meter Relay,1982,2,"Ready, Thomas",Hope,,,,,,
States,,1600 Meter Relay,1982,2,"Lopes, Christopher",Hope,,,,,,
States,,1600 Meter Relay,1982,3,no names listed,Portsmouth,3:31.1,,,,relay,
States,,1600 Meter Relay,1982,4,no names listed,Woonsocket,3:35.9,,,,relay,
States,,1600 Meter Relay,1982,5,no names listed,LaSalle,3:36.0,,,,relay,
States,,1600 Meter Relay,1982,6,no names listed,South Kingstown,3:39.1,,,,relay,
States,,Shot Put,1983,1,"Lareau, Alan",Cumberland,"54'7""",16.63 m,,,,
States,,Shot Put,1983,2,"Bessette, Roger",Classical,"51'1""",15.57 m,,,,
States,,Shot Put,1983,3,"Williams, Steve",Rogers,"48'11 3/4""",14.93 m,,,,
States,,Shot Put,1983,4,"Silverman, Gary",Pilgrim,"47'11 3/4""",14.62 m,,,,
States,,Shot Put,1983,5,"Barlow, Chris",Rogers,"47'10""",14.58 m,,,,
States,,Shot Put,1983,6,"Guertin, Eric",Scituate,"47'2 1/2""",14.39 m,,, ,
States,,Discus,1983,1,"Ciruolo, Wayne",LaSalle,"156'8""",47.75 m,,,,
States,,Discus,1983,2,"Pugibet, Henri",East Providence,"137'8""",41.96 m,,, ,
States,,Discus,1983,3,"Howard, David",Toll Gate,"137'5""",41.88 m,,, ,
States,,Discus,1983,4,"Krawczyk, Thomas",LaSalle,"136'8""",41.66 m,,,,
States,,Discus,1983,5,"Palazzo, Robert",Central,"134'10""",41.10 m,,,,
States,,Discus,1983,6,"Cormier, Steve",Rogers,"132'11""",40.51 m,,, ,
States,,Hammer,1983,1,"Lareau, Alan",Cumberland,"200'4""",61.06 m,,,,
States,,Hammer,1983,2,"Krawczyk, Thomas",LaSalle,"185'2""",56.44 m,,,,
States,,Hammer,1983,3,"Stamatakos, John",Bishop Hendricken,"181'1""",55.19 m,,, ,
States,,Hammer,1983,4,"Giguere, Butch",Lincoln,"181'1""",55.19 m,,, ,
States,,Hammer,1983,5,"Tsang, Kenneth",Classical,"179'4""",54.66 m,,,,
States,,Hammer,1983,6,"Palazzo, Robert",Central,"172'6""",52.58 m,,,,
States,,Javelin (Old Standard),1983,1,"Carr, Paul",Bishop Hendricken,"175'7""",53.52 m,,,,
States,,Javelin (Old Standard),1983,2,"Venditto, Alfred",Bishop Hendricken,"171'3""",52.20 m,,,,
States,,Javelin (Old Standard),1983,3,"Jedson, Steven",Bishop Hendricken,"167'8""",51.10 m,,,,
States,,Javelin (Old Standard),1983,4,"Pinder, John",Ponaganset,"165'7""",50.46 m,,, ,
States,,Javelin (Old Standard),1983,5,"Catalfomo, Anthony",Smithfield,"164'11""",50.26 m,,,,
States,,Javelin (Old Standard),1983,6,"Hall, Kenneth",Rogers,"161'7""",49.25 m,, , ,
States,,High Jump,1983,1,"Patton, Kevin",St. Raphael's,"6'4""",1.93 m,,,,
States,,High Jump,1983,2,"Rhodes, Andrew",East Providence,"6'3""",1.90 m,,,,
States,,High Jump,1983,T-3,"Hopkins, Donald",Narragansett,"6'3""",1.90 m,,, ,
States,,High Jump,1983,T-3,"Ryan, Kevin",Barrington,"6'3""",1.90 m,,, ,
States,,High Jump,1983,5,"Hickox, Brett",Coventry,"6'3""",1.90 m,,, ,
States,,High Jump,1983,6,"Brown, Matthew",South Kingstown,"6'1""",1.85 m,,,,
States,,Long Jump,1983,1,"Williams, Ray",Bishop Hendricken,"21'9""",6.63 m,,,,
States,,Long Jump,1983,2,"Rhodes, Andrew",East Providence,"21'6""",6.55 m,,,,
States,,Long Jump,1983,3,"Burrell, Bill",Chariho,"21'5 3/4""",6.54 m,,,,
States,,Long Jump,1983,4,"Duarte, John",Woonsocket,"20'8""",6.30 m,,,,
States,,Long Jump,1983,5,"Camp, James",Pilgrim,"20'7 3/4""",6.29 m,,,,
States,,Long Jump,1983,6,"Torrio, Tony",Rogers,"20'6 1/2""",6.26 m,,,,
States,,Triple Jump,1983,1,"Williams, Ray",Bishop Hendricken,"48'10 1/2""",14.89 m,,,,
States,,Triple Jump,1983,2,"Duarte, Scott",Woonsocket,"46'7""",14.19 m,,,,
States,,Triple Jump,1983,3,"Leddy, Michael",Our Lady of Providence,"42'7 3/4""",12.99 m,,,,
States,,Triple Jump,1983,4,"Smith, Earl",Rogers,"42'5 1/2""",12.94 m,,,,
States,,Triple Jump,1983,5,"Burrell, Bill",Chariho,"42'3 1/2""",12.89 m,,,,
States,,Triple Jump,1983,6,"Williams, Christopher",Rogers,"41'3 1/4""",12.58 m,,,,
States,,Pole Vault,1983,1,"Sammons, Daniel",Rogers,"12'8""",3.86 m,,,,
States,,Pole Vault,1983,2,"Stone, Kevin",Bishop Hendricken,"12'4""",3.76 m,,,,
States,,Pole Vault,1983,3,"Coe, Adam",Bishop Hendricken,"12'0""",3.66 m,,,,
States,,Pole Vault,1983,4,"Wilson, David",Toll Gate,"11'6""",3.50 m,,, ,
States,,Pole Vault,1983,T-5,"Charves, Steven",LaSalle,"11'6""",3.50 m,,, ,
States,,Pole Vault,1983,T-5,"Starring, Joel",Barrington,"11'6""",3.50 m,,,,
States,,110 M High Hurdles,1983,1,"Roark, Hal",Bishop Hendricken,15.0,,,,,
States,,110 M High Hurdles,1983,2,"Brown, Matthew",South Kingstown,15.1,,,,,
States,,110 M High Hurdles,1983,3,"Gilbert, John",Pilgrim,15.2,,,,,
States,,110 M High Hurdles,1983,4,"Murphy, Michael",Cumberland,15.4,,,,,
States,,110 M High Hurdles,1983,5,"Sheridan, Leon",Bishop Hendricken,15.8,,,,,
States,,110 M High Hurdles,1983,6,"Bannon, Michael",Woonsocket,16.1,,,,,
States,,300 M Low Hurdles,1983,1,"Quevedo, Vincenzo",East Greenwich,39.1,,,,,
States,,300 M Low Hurdles,1983,2,"Krawczyk, Joseph",LaSalle,39.8,,,,,
States,,300 M Low Hurdles,1983,3,"Brown, Matthew",South Kingstown,39.9,,,,,
States,,300 M Low Hurdles,1983,4,"Roark, Hal",Bishop Hendricken,40.1,,,,,
States,,300 M Low Hurdles,1983,5,"Sheridan, Leon",Bishop Hendricken,40.1,,,,,
States,,300 M Low Hurdles,1983,6,"Duarte, Scott",Woonsocket,40.5,,,, ,
States,,100 Meters,1983,1,"Williams, Ray",Bishop Hendricken,11.1,,,,,
States,,100 Meters,1983,2,"Pratt, James",Pilgrim,11.1,,,,,
States,,100 Meters,1983,3,"Mahoney, Mark",East Greenwich,11.2,,,,,
States,,100 Meters,1983,4,"Pereira, James",East Providence,11.2,,,,,
States,,100 Meters,1983,5,"Dorcas, Timothy",Classical,11.4,,,,,
States,,100 Meters,1983,6,"Crabtree, Donald",St. Raphael's,11.5,,,,,
States,,200 Meters,1983,1,"McCoy, William",Central,22.3,,,,,
States,,200 Meters,1983,2,"Pratt, James",Pilgrim,22.5,,,,,
States,,200 Meters,1983,3,"Williams, Steven",Bishop Hendricken,22.5,,,,,
States,,200 Meters,1983,4,"Dorcas, Timothy",Classical,22.9,,,,,
States,,200 Meters,1983,5,"Szuminski, Dwayne",Westerly,23.4,,,, ,
States,,200 Meters,1983,6,"Clark, Craig",Portsmouth,24.3,,,, ,
States,,400 Meters,1983,1,"McCoy, William",Central,49.3,,,,,
States,,400 Meters,1983,2,"Knight, Joseph",Rogers,51.5,,,, ,
States,,400 Meters,1983,3,"Brogno, William",LaSalle,51.7,,,, ,
States,,400 Meters,1983,4,"Castillo, James",Classical,51.8,,,,,
States,,400 Meters,1983,5,"Porter, Wade",Mount Pleasant,51.9,,,,,
States,,400 Meters,1983,6,"Clark, Craig",Portsmouth,52.0,,,, ,
States,,800 Meters,1983,1,"Clark, Mark",Bishop Hendricken,1:57.3,,,,,
States,,800 Meters,1983,2,"Berrio, Jesus",Shea,1:58.8,,,,,
States,,800 Meters,1983,3,"Walsh, Glenn",Cumberland,1:59.4,,,,,
States,,800 Meters,1983,4,"Cousineau, Mark",LaSalle,1:59.6,,,,,
States,,800 Meters,1983,5,"Angeli, Rick",Bishop Hendricken,1:59.9,,,, ,
States,,800 Meters,1983,6,"Mitchell, Rob",Portsmouth,2:00.5,,,,,
States,,1500 Meters,1983,1,"Manning, Waldo",Bishop Hendricken,3:59.6,,,,,
States,,1500 Meters,1983,2,"Carew, Robert",Cumberland,4:00.7,,,,,
States,,1500 Meters,1983,3,"Walsh, Glenn",Cumberland,4:02.8,,,,,
States,,1500 Meters,1983,4,"Duggan, John",South Kingstown,4:06.2,,,,,
States,,1500 Meters,1983,5,"Brewster, Kevin",Bishop Hendricken,4:07.6,,,,,
States,,1500 Meters,1983,6,"King, Patrick",LaSalle,4:11.1,,,, ,
States,,3000 Meters,1983,1,"Carew, Robert",Cumberland,8:50.6,,,,,
States,,3000 Meters,1983,2,"Thibodeau, Brian",Cumberland,8:54.9,,,,,
States,,3000 Meters,1983,3,"Manning, Waldo",Bishop Hendricken,8:58.8,,,,,
States,,3000 Meters,1983,4,"Calcione, James",Bishop Hendricken,9:00.7,,,,,
States,,3000 Meters,1983,5,"Leach, Brad",Pilgrim,9:07.2,,,,,
States,,3000 Meters,1983,6,"Simoneau, James",Cumberland,9:11.2,,,,,
States,,400 Meter Relay,1983,1,"Jerue, Jeffery",East Greenwich,43.6,,,,,
States,,400 Meter Relay,1983,1,"Gammons, Richard",East Greenwich,,,,,,
States,,400 Meter Relay,1983,1,"Mahoney, Mark",East Greenwich,,,,,,
States,,400 Meter Relay,1983,1,"Quevedo, Vincenzo",East Greenwich,,,,,,
States,,400 Meter Relay,1983,2,"Byrne, Carlos",Bishop Hendricken,43.9,,,,,
States,,400 Meter Relay,1983,2,"Votta, Dennis",Bishop Hendricken,,,,,,
States,,400 Meter Relay,1983,2,"Cirella, Stanley",Bishop Hendricken,,,,,,
States,,400 Meter Relay,1983,2,"Williams, Ray",Bishop Hendricken,,,,,,
States,,400 Meter Relay,1983,3,no names listed,Hope,44.1,,,,relay,
States,,400 Meter Relay,1983,4,no names listed,Rogers,44.8,,,,relay,
States,,400 Meter Relay,1983,5,no names listed,Pilgrim,45.0,,,,relay,
States,,400 Meter Relay,1983,6,no names listed,Westerly,45.3,,,,relay,
States,,1600 Meter Relay,1983,1,"Williams, Steven",Bishop Hendricken,3:25.6,,,,,
States,,1600 Meter Relay,1983,1,"Madden, Thomas",Bishop Hendricken,,,,,,
States,,1600 Meter Relay,1983,1,"Stearns, Robert",Bishop Hendricken,,,,,,
States,,1600 Meter Relay,1983,1,"Clark, Mark",Bishop Hendricken,,,,,,
States,,1600 Meter Relay,1983,2,"Whetstine, Michael",East Greenwich,3:27.7,,,,,
States,,1600 Meter Relay,1983,2,"Mahoney, Mark",East Greenwich,,,,,,
States,,1600 Meter Relay,1983,2,"Kimmerlein, Edward",East Greenwich,,,,,,
States,,1600 Meter Relay,1983,2,"Quevedo, Vincenzo",East Greenwich,,,,,,
States,,1600 Meter Relay,1983,3,no names listed,LaSalle,3:29.5,,,,relay,
States,,1600 Meter Relay,1983,4,no names listed,Hope,3:31.5,,,,relay,
States,,1600 Meter Relay,1983,5,no names listed,Mount Pleasant,3:33.0,,,,relay,
States,,1600 Meter Relay,1983,6,no names listed,Rogers,3:36.3,,,,relay,
States,,Shot Put,1984,1,"Lareau, Alan",Cumberland,"54'9""",16.68 m,,,,
States,,Shot Put,1984,2,"Silverman, Gary",Pilgrim,"53'2 1/2""",15.21 m,,,,
States,,Shot Put,1984,3,"Edgarton, Joseph",Bishop Hendricken,"51'1 1/2""",15.58 m,,,,
States,,Shot Put,1984,4,"Brown, Arthur",Bishop Hendricken,"50'11""",15.52 m,,,,
States,,Shot Put,1984,5,"Figueroa, Joaquin",Mount Pleasant,"50'8 1/2""",15.45 m,,,,
States,,Shot Put,1984,6,"Williams, Christopher",Rogers,"48'9""",14.86 m,,,,
States,,Discus,1984,1,"MacLellan, Thomas",LaSalle,"145'11""",44.48 m,,,,
States,,Discus,1984,2,"Guiot, Bruce",Classical,"140'4""",42.77 m,,,,
States,,Discus,1984,3,"Palazzo, Robert",Central,"137'4""",41.86 m,,,,
States,,Discus,1984,4,"Brown, Arthur",Bishop Hendricken,"132'9""",40.46 m,,,,
States,,Discus,1984,5,"Silva, David",Chariho,"129'7""",39.50 m,,,,
States,,Discus,1984,6,"Marchadante, Sean",LaSalle,"128'1""",39.04 m,,,,
States,,Hammer,1984,1,"Lareau, Alan",Cumberland,"226'6""",69.04 m,,,,
States,,Hammer,1984,2,"Tsang, Kenneth",Classical,"180'10""",55.12 m,,,,
States,,Hammer,1984,3,"Taylor, Raymond",Lincoln,"179'10""",54.81 m,,,,
States,,Hammer,1984,4,"Gagnon, Paul",Westerly,"174'10""",53.28 m,,, ,
States,,Hammer,1984,5,"Silva, Manuel",East Providence,"168'6""",51.36 m,,, ,
States,,Hammer,1984,6,"Palazzo, Robert",Central,"168'0""",51.20 m,,,,
States,,Javelin (Old Standard),1984,1,"Balkus, Larry",Bishop Hendricken,"202'5""",61.70 m,,,,
States,,Javelin (Old Standard),1984,2,"Jedson, Steven",Bishop Hendricken,"184'5""",56.21 m,,,,
States,,Javelin (Old Standard),1984,3,"Venditto, Alfred",Bishop Hendricken,"173'4""",52.83 m,,,,
States,,Javelin (Old Standard),1984,4,"Zarella, Paul",LaSalle,"163'7 1/2""",49.86 m,,,,
States,,Javelin (Old Standard),1984,5,"Robinson, David",Rogers,"161'7""",49.25 m,,,,
States,,Javelin (Old Standard),1984,6,"Murphy, Kevin",Cumberland,"156'9""",47.78 m,,,,
States,,High Jump,1984,1,"Wright, David",Cumberland,"6'3""",1.90 m,,,,
States,,High Jump,1984,2,"Lawrence, Chris",Bishop Hendricken,"6'3""",1.90 m,,,,
States,,High Jump,1984,3,"McLaughlin, Scott",Shea,"6'1""",1.85 m,,,,
States,,High Jump,1984,4,"Burrell, Bill",Chariho,"6'1""",1.85 m,,,,
States,,High Jump,1984,5,"Carter, Paul",Barrington,"6'1""",1.85 m,,,,
States,,High Jump,1984,6,"Brown, Lance",Westerly,"5'11""",1.80 m,,,,
States,,Long Jump,1984,1,"Camp, James",Pilgrim,"22'0 3/4""",6.72 m,,,,
States,,Long Jump,1984,2,"Burrell, Bill",Chariho,"21'9""",6.63 m,,,,
States,,Long Jump,1984,3,"Duarte, Scott",Woonsocket,"21'5 1/2""",6.54 m,,,,
States,,Long Jump,1984,4,"Mayo, Aaron",Hope,"21'4""",6.50 m,,,,
States,,Long Jump,1984,5,"Leddy, Michael",Our Lady of Providence,"20'3 1/2""",6.18 m,,,,
States,,Long Jump,1984,6,"Smith, Earl",Rogers,"19'1""",5.81 m,,,,
States,,Triple Jump,1984,1,"Duarte, Scott",Woonsocket,"44'10""",13.66 m,,,,
States,,Triple Jump,1984,2,"Leddy, Michael",Our Lady of Providence,"43'10""",13.36 m,,,,
States,,Triple Jump,1984,3,"Burrell, Bill",Chariho,"43'10""",13.36 m,,,,
States,,Triple Jump,1984,4,"Jeffery, Glenn",Bishop Hendricken,"41'2 3/4""",12.56 m,,,,
States,,Triple Jump,1984,5,"Williams, Christopher",Rogers,"41'2""",12.54 m,,,,
States,,Triple Jump,1984,6,"Counnas, Lewis",North Kingstown,"40'10 1/2""",12.46 m,,,,
States,,Pole Vault,1984,1,"Coe, Adam",Bishop Hendricken,"13'0""",3.96 m,,,,
States,,Pole Vault,1984,2,"Stone, Kevin",Bishop Hendricken,"12'8""",3.86 m,,,,
States,,Pole Vault,1984,3,"Fielding, James",Bishop Hendricken,"12'8""",3.86 m,,,,
States,,Pole Vault,1984,4,"Rockett, Matthew",Bishop Hendricken,"12'4""",3.76 m,,, ,
States,,Pole Vault,1984,5,"Alves, James",West Warwick,"12'0""",3.66 m,,,,
States,,Pole Vault,1984,6,"DeBartolo, Angelo",Westerly,"11'6""",3.50 m,,,,
